occurrenceId,sourceCode,sourceLabel,canonicalElementId,reportFacilityApplicability,reportFormatApplicability,reportServiceContext,canonicalCandidateFacilityTypes,applicabilityDecision,doubleCountingGuard
HMIS-RPTCOL-JH-0237,9.7.2,Immunisation sessions held,HMIS-DE-0149,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0238,9.8.1,Child immunisation - Vitamin A Dose - 1,HMIS-DE-0062,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0239,9.8.2,Child immunisation - Vitamin A Dose - 5,HMIS-DE-0063,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0240,9.8.3,Child immunisation - Vitamin A Dose - 9,HMIS-DE-0064,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0241,10.1.1,Childhood Diseases - Pneumonia,HMIS-DE-0078,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0242,10.1.2,Childhood Diseases - Asthma,HMIS-DE-0070,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0243,10.1.3,Childhood Diseases - Sepsis,HMIS-DE-0079,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0244,10.1.4,Childhood Diseases - Diphtheria,HMIS-DE-0074,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0245,10.1.5,Childhood Diseases - Pertussis,HMIS-DE-0077,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0246,10.1.6,Childhood Diseases - Tetanus Neonatorum,HMIS-DE-0080,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0247,10.1.7,Childhood Diseases - Tuberculosis (TB),HMIS-DE-0081,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0248,10.1.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),HMIS-DE-0069,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0249,10.1.9,Childhood Diseases - Measles,HMIS-DE-0076,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0250,10.1.10,Childhood Diseases - Malaria,HMIS-DE-0075,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0251,10.1.11,Childhood Diseases - Diarrhoea,HMIS-DE-0071,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0252,10.1.12,Childhood Diseases - Diarrhoea treated with ORS,HMIS-DE-0072,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0253,10.1.13,Childhood Diseases - Diarrhoea treated with Zinc for 14 days,HMIS-DE-0073,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0254,10.1.14,Childhood Diseases -Leprosy Cases,HMIS-DE-0082,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0255,10.1.15,Childhood Diseases- Leprosy with Grade II disability,HMIS-DE-0083,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0256,10.2.1,Children admitted with Respiratory Infections,HMIS-DE-0087,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0257,10.2.2,Children admitted with Pneumonia,HMIS-DE-0086,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0258,10.2.3,Children admitted with Diarrhoea,HMIS-DE-0085,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0259,11.1.1.a,Total Blood Smears Examined for Malaria,HMIS-DE-0625,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0260,11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,HMIS-DE-0224,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0261,11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,HMIS-DE-0223,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0262,11.1.1.d,Malaria (Microscopy Tests ) - Mixed test positive,HMIS-DE-0222,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0263,11.1.2.a,RDT conducted for Malaria,HMIS-DE-0612,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
